issue_id,part_id,scope_id,mode_id,report_date,units_in_service,claim_count,median_machine_hours,detection_stage,observed_effect_id,observed_severity,description
8D-2022-0041,TR-ELE-043,PT-CLAMP,FM-CLAMP-04,2022-11-05,8700,4,400,END_OF_LINE_TEST,EF-09,9,Short circuit arc-flash against frame rail observed on Heavy-Duty Battery Cable Rubber Insulated P-Clamp. Root cause: EPDM rubber cushion wearing through under continuous cable vibration
8D-2022-0042,TR-LEG-PN-991,PT-TUBE-PNEUMATIC,FM-TUBE-PNEUMATIC-03,2022-11-18,1200,13,2800,END_OF_LINE_TEST,EF-04,10,"Tube kink at bulkhead pass-through restricting air flow observed on Air Supply Tube (Program T5, retired 2020). Root cause: Bend radius below the specified minimum where the tube crosses the frame"
8D-2022-0043,TR-FL-006,PT-COUPLING,FM-COUPLING-01,2022-11-21,3200,3,1600,DEALER_SERVICE,EF-01,9,Retaining latch tab embrittlement fracture observed on Quick-Connect Nylon Fuel Coupling. Root cause: UV exposure combined with calcium chloride road salt chemical degradation
8D-2022-0044,TR-HYD-030,PT-VALVE-MECH,FM-VALVE-MECH-04,2022-12-01,5800,6,3050,VALIDATION_TEST,EF-05,8,"Wax element stuck in bypass mode causing oil overheating observed on Hydraulic Oil Cooler Bypass Thermo-Valve. Root cause: Thermal degradation of paraffin wax charge after 1,500 operating hours"
8D-2022-0045,TR-FL-002,PT-VALVE-MECH,FM-VALVE-MECH-01,2022-12-20,7800,16,2000,VALIDATION_TEST,EF-02,7,Stem seal weep under high thermal cycling observed on Shutoff Valve Assembly & Mounting. Root cause: Packing nut loosening under continuous engine 2nd order harmonic vibration
8D-2022-0046,TR-AC-018,FAM-FLOW-CONTROL,FM-FLOW-CONTROL-02,2022-12-22,6900,34,350,DEALER_SERVICE,EF-15,5,Actuation seizure after long dormancy in cold climates recurred on High-Pressure Service Port Valve Cap & Core. Root cause: Condensate freezing around the spool with no drainage path
8D-2022-0047,TR-FL-001,PT-HOSE-FUEL,FM-HOSE-FUEL-03,2022-12-24,8000,8,2550,VALIDATION_TEST,EF-01,9,Barb fitting pop-off under cold start pressure spikes recurred on Hose 3: Fuel Cooler Supply Line. Root cause: Viscous cold fuel creating transient backpressure above barb pull-off rating
8D-2022-0048,TR-ENG-037,PT-TUBE-RIGID,FM-TUBE-RIGID-02,2022-12-27,9100,46,3500,END_OF_LINE_TEST,EF-10,6,Wall abrasion pinhole leak against engine frame rail recurred on Turbocharger Coolant Supply Hard Line. Root cause: Inadequate clearance (<15mm) allowing contact during chassis torsional twist
8D-2022-0049,TR-ENG-037,PT-TUBE-RIGID,FM-TUBE-RIGID-01,2022-12-30,7700,8,3600,END_OF_LINE_TEST,EF-06,8,Vent line pinch and fuel starvation under chassis twist recurred on Turbocharger Coolant Supply Hard Line. Root cause: Inadequate clearance to rear axle suspension link during max articulation
8D-2023-0001,TR-AC-016,PT-BRACKET,FM-BRACKET-03,2023-01-21,8500,42,700,VALIDATION_TEST,EF-10,6,Galvanic corrosion pitting on aluminum bottle housing observed on Receiver Drier Mounting Strap Bracket. Root cause: Direct steel-to-aluminum contact without insulating isolator gasket
8D-2023-0002,TR-FL-009,PT-HOSE-FUEL,FM-HOSE-FUEL-03,2023-01-28,5700,28,750,VALIDATION_TEST,EF-01,9,Barb fitting pop-off under cold start pressure spikes observed on Injector Spill-Off Fuel Return Harness. Root cause: Viscous cold fuel creating transient backpressure above barb pull-off rating
8D-2023-0003,TR-HYD-021,PT-HOSE-HYD,FM-HOSE-HYD-04,2023-02-10,4400,22,2050,END_OF_LINE_TEST,EF-16,6,Steering drift due to air entrapment in pilot line recurred on Steering Cylinder High-Pressure Flex Hose. Root cause: High compliance in micro-bore tube expanding under pilot pressure
8D-2023-0004,TR-ENG-034,PT-HOSE-FUEL,FM-HOSE-FUEL-01,2023-02-12,1200,1,1700,END_OF_LINE_TEST,EF-01,9,Wear through / line stress from mechanical interference recurred on Thermostat Housing Constant-Tension Clamp. Root cause: Conductive heating & chafing from close proximity to turbo hot sources
8D-2023-0005,TR-ELE-050,PT-TUBE-PNEUMATIC,FM-TUBE-PNEUMATIC-02,2023-02-13,5000,5,2100,VALIDATION_TEST,EF-07,7,Loss of differential lock engagement under heavy field pull observed on Rear Differential Lock Pneumatic Actuator Line. Root cause: Tubing softening and swelling under ambient hydraulic fluid mist
8D-2023-0006,TR-AC-016,PT-BRACKET,FM-BRACKET-05,2023-02-18,5100,5,900,VALIDATION_TEST,EF-12,3,Cab floor pan oil drumming & steering wheel vibration recurred on Receiver Drier Mounting Strap Bracket. Root cause: Dampener stiffness too high transmitting orbitrol pressure ripples
8D-2023-0007,TR-HYD-027,PT-BRACKET,FM-BRACKET-05,2023-05-03,4500,22,2350,VALIDATION_TEST,EF-12,3,Cab floor pan oil drumming & steering wheel vibration observed on Hydrostatic Steering Orbitrol Valve Mounting Plate. Root cause: Dampener stiffness too high transmitting orbitrol pressure ripples
8D-2023-0008,TR-HYD-026,PT-HOSE-HYD,FM-HOSE-HYD-01,2023-05-04,1300,6,1850,END_OF_LINE_TEST,EF-03,9,Catastrophic hose wire burst & high-pressure oil spray recurred on Rear 3-Point Hitch Implement Cylinder Hose. Root cause: Transient hydraulic shock wave exceeding impulse fatigue limit (500k cycles)
8D-2023-0009,TR-ELE-050,PT-TUBE-PNEUMATIC,FM-TUBE-PNEUMATIC-03,2023-05-21,3400,3,3750,END_OF_LINE_TEST,EF-04,10,Tube kink at bulkhead pass-through restricting air flow recurred on Rear Differential Lock Pneumatic Actuator Line. Root cause: Bend radius below the specified minimum where the tube crosses the frame
8D-2023-0010,TR-AC-017,PT-HOSE-FUEL,FM-HOSE-FUEL-04,2023-05-23,4400,9,2300,END_OF_LINE_TEST,EF-01,9,Fuel leakage at crimped ferrule joint recurred on Cab Roof HVAC Blower Duct Hose Clamp. Root cause: Ferrule crimp relaxation after repeated thermal cycling of the hose stem
8D-2023-0011,TR-AC-015,PT-VALVE-MECH,FM-VALVE-MECH-02,2023-05-24,1300,1,3350,VALIDATION_TEST,EF-11,4,Internal orifice clogging and cab cooling loss observed on Evaporator Block Expansion Valve Assembly. Root cause: Desiccant silica gel breakdown debris from receiver-drier bottle
8D-2023-0012,TR-HYD-024,PT-TUBE-RIGID,FM-TUBE-RIGID-03,2023-05-26,2900,1,2550,END_OF_LINE_TEST,EF-02,7,Crater pitting & pinhole oil leak under severe salt spray observed on Priority Steering Valve Control Line. Root cause: Zinc plating breakdown under aggressive winter de-icing chemicals
8D-2023-0013,TR-ENG-035,PT-TUBE-RIGID,FM-TUBE-RIGID-01,2023-05-28,3800,8,2950,END_OF_LINE_TEST,EF-06,8,Vent line pinch and fuel starvation under chassis twist recurred on Water Pump Bypass Hard Rigid Tube. Root cause: Inadequate clearance to rear axle suspension link during max articulation
8D-2023-0014,TR-FL-004,PT-CLAMP,FM-CLAMP-03,2023-05-31,1600,1,2300,VALIDATION_TEST,EF-02,7,Coolant weeping during extreme cold soak (-25°C) recurred on Constant-Tension Fuel Return Line Clamp. Root cause: EPDM hose neck relaxation exceeding clamp Belleville spring travel
8D-2023-0015,TR-ENG-032,PT-HOSE-COOLANT,FM-HOSE-COOLANT-02,2023-06-10,4600,5,2650,END_OF_LINE_TEST,EF-05,8,Hose suction collapse under high engine RPM observed on Radiator Lower Suction Coolant Hose. Root cause: Corrosion fracture of internal wire spring under acidic glycol breakdown
8D-2023-0016,TR-FL-001,PT-HOSE-FUEL,FM-HOSE-FUEL-01,2023-06-19,4400,48,3400,END_OF_LINE_TEST,EF-01,9,Wear through / line stress from mechanical interference observed on Hose 3: Fuel Cooler Supply Line. Root cause: Conductive heating & chafing from close proximity to turbo hot sources
8D-2023-0017,TR-LEG-AC-999,PT-HOSE-REFRIG,FM-HOSE-REFRIG-03,2023-06-24,3400,7,3750,FIELD_CUSTOMER,EF-10,6,"Refrigerant permeation loss through the hose wall over service life observed on AC Suction Hose (Program T4, retired 2019). Root cause: Barrier layer permeability above the rate assumed for the charge size"
8D-2023-0018,TR-FL-010,PT-FILTER-SEP,FM-FILTER-SEP-02,2023-07-01,2000,4,3350,VALIDATION_TEST,EF-06,8,Mesh collapse under severe bio-paraffin wax clogging observed on Fuel Transfer Pump Suction Line Strainer. Root cause: Cold diesel wax precipitation restricting flow area during sub-zero operation
8D-2023-0019,TR-ENG-035,FAM-RIGID-ROUTING,FM-RIGID-ROUTING-01,2023-07-04,7200,14,2200,DEALER_SERVICE,EF-02,7,Flare joint leak from over-torque during field service recurred on Water Pump Bypass Hard Rigid Tube. Root cause: No torque specification on service documentation leading to flare cracking
8D-2023-0020,TR-FL-001,PT-HOSE-FUEL,FM-HOSE-FUEL-02,2023-07-12,6700,13,1450,END_OF_LINE_TEST,EF-01,9,Thermal degradation & outer cover micro-cracking recurred on Hose 3: Fuel Cooler Supply Line. Root cause: Radiant engine bay heat soak exceeding 140°C continuous rating
8D-2023-0021,TR-ELE-041,PT-TUBE-PNEUMATIC,FM-TUBE-PNEUMATIC-03,2023-07-23,3300,2,3400,END_OF_LINE_TEST,EF-04,10,Tube kink at bulkhead pass-through restricting air flow recurred on Trailer Pneumatic Brake Supply Line. Root cause: Bend radius below the specified minimum where the tube crosses the frame
8D-2023-0022,TR-LEG-EN-911,PT-HOSE-COOLANT,FM-HOSE-COOLANT-06,2023-08-01,6400,32,600,DEALER_SERVICE,EF-05,8,"Hose burst at clamp interface after cover ageing observed on Radiator Hose (Program T5, retired 2021). Root cause: Cover ozone cracking reducing wall section under clamp compression"
8D-2023-0023,TR-FL-004,PT-CLAMP,FM-CLAMP-05,2023-08-04,8400,42,1850,END_OF_LINE_TEST,EF-02,7,Clamp band stress corrosion cracking in salt environments recurred on Constant-Tension Fuel Return Line Clamp. Root cause: Chloride attack on sensitised 301 stainless band under sustained tensile load
8D-2023-0024,TR-ELE-046,PT-BRACKET,FM-BRACKET-04,2023-08-08,4400,22,1500,END_OF_LINE_TEST,EF-03,9,Bore micro-fretting & steering play accumulation recurred on Wheel Speed ABS Sensor Cable Guard Bracket. Root cause: Insufficient bore surface hardness (HRC < 35) under cyclic steering torque
8D-2023-0025,TR-ENG-033,FAM-FLEX-ROUTING,FM-FLEX-ROUTING-02,2023-08-10,3200,16,3250,END_OF_LINE_TEST,EF-02,7,Chafing wear-through against adjacent structure recurred on Coolant Degassing Expansion Tank Hose. Root cause: Line contacting a frame member or bracket edge with no separation clip or sleeve
8D-2023-0026,TR-ENG-034,PT-CLAMP,FM-CLAMP-02,2023-08-20,4600,9,400,VALIDATION_TEST,EF-12,3,Blower noise chitter and duct slippage recurred on Thermostat Housing Constant-Tension Clamp. Root cause: Torque loss of worm-gear screw under cab heating/cooling cycles
8D-2023-0027,TR-HYD-026,PT-HOSE-HYD,FM-HOSE-HYD-03,2023-08-29,2200,11,600,VALIDATION_TEST,EF-07,7,Outer cover gouging from 3-point hitch sway link pinch observed on Rear 3-Point Hitch Implement Cylinder Hose. Root cause: Insufficient clearance during extreme hitch lateral sway movement
8D-2023-0028,TR-LEG-HY-921,FAM-FLEX-ROUTING,FM-FLEX-ROUTING-01,2023-09-23,3300,7,1850,END_OF_LINE_TEST,EF-02,7,"Cover pinhole leak from abrasion against adjacent harness observed on Loader Boom Hose (Program T5, retired 2021). Root cause: Relative motion between hose and wiring harness with no separation clip"
8D-2023-0029,TR-ELE-050,PT-TUBE-PNEUMATIC,FM-TUBE-PNEUMATIC-02,2023-09-29,4600,5,2550,VALIDATION_TEST,EF-07,7,Loss of differential lock engagement under heavy field pull observed on Rear Differential Lock Pneumatic Actuator Line. Root cause: Tubing softening and swelling under ambient hydraulic fluid mist
8D-2023-0030,TR-LEG-GN-801,FAM-FLEX-ROUTING,FM-FLEX-ROUTING-02,2023-09-30,4500,22,3350,END_OF_LINE_TEST,EF-02,7,"Chafing wear-through against adjacent structure observed on Multiple flexible lines (Programs T4-T6, recurring). Root cause: Line contacting a frame member or bracket edge with no separation clip or sleeve"
8D-2023-0031,TR-FL-007,PT-FILTER-SEP,FM-FILTER-SEP-01,2023-10-03,4700,5,800,VALIDATION_TEST,EF-02,7,Stress corrosion cracking of polymer bowl body observed on Primary Water Separator Drain Bowl Assembly. Root cause: Chemical attack from aggressive biodiesel additives under high ambient temperature
8D-2023-0032,TR-FL-001,PT-HOSE-FUEL,FM-HOSE-FUEL-05,2023-10-04,3300,7,2550,DEALER_SERVICE,EF-06,8,Inner tube swelling and delamination on high biodiesel blends recurred on Hose 3: Fuel Cooler Supply Line. Root cause: B20+ fatty acid methyl ester attack on the standard NBR inner liner
8D-2023-0033,TR-ENG-036,PT-HOSE-COOLANT,FM-HOSE-COOLANT-06,2023-10-27,1800,1,3100,DEALER_SERVICE,EF-05,8,Hose burst at clamp interface after cover ageing recurred on Transmission Oil Cooler Heat Exchanger Hose. Root cause: Cover ozone cracking reducing wall section under clamp compression
8D-2023-0034,TR-LEG-VL-957,PT-VALVE-SOLENOID,FM-VALVE-SOLENOID-02,2023-11-03,4500,9,300,DEALER_SERVICE,EF-09,9,"Coil insulation breakdown from thermal ageing observed on Transmission Shift Solenoid (Program T4, retired 2019). Root cause: Continuous duty coil temperature above the winding insulation class rating"
8D-2023-0035,TR-ENG-039,PT-BRACKET,FM-BRACKET-09,2023-11-30,3400,2,3350,END_OF_LINE_TEST,EF-12,3,Fastener preload loss and bracket rattle recurred on Engine Fan Shroud Structural Support Bracket. Root cause: Paint film creep under the bolt head relaxing joint preload over thermal cycles
8D-2023-0036,TR-LEG-FL-901,PT-HOSE-FUEL,FM-HOSE-FUEL-04,2023-12-07,4600,5,1450,END_OF_LINE_TEST,EF-01,9,"Fuel leakage at crimped ferrule joint observed on Fuel Feed Hose (Program T6, retired 2022). Root cause: Ferrule crimp relaxation after repeated thermal cycling of the hose stem"
8D-2024-0001,TR-LEG-ST-931,PT-BRACKET,FM-BRACKET-08,2024-01-08,7200,36,2950,DEALER_SERVICE,EF-06,8,"Weld seam cracking in the heat affected zone observed on Cab Mount Bracket (Program T5, retired 2020). Root cause: Undercut at the weld toe acting as a crack initiation site under cyclic load"
8D-2024-0002,TR-ENG-037,PT-TUBE-RIGID,FM-TUBE-RIGID-05,2024-01-15,3700,2,2500,END_OF_LINE_TEST,EF-06,8,Thermal shock cracking at banjo fitting brazed joint observed on Turbocharger Coolant Supply Hard Line. Root cause: Severe thermal gradient during hot engine shutdown (coking temperature >300°C)
8D-2024-0003,TR-ENG-031,PT-HOSE-COOLANT,FM-HOSE-COOLANT-05,2024-01-21,2300,12,1800,VALIDATION_TEST,EF-14,7,Hose hardening & brittle snapping when touched during maintenance recurred on Radiator Upper Coolant Feed Hose. Root cause: Exhaust heat radiation exceeding 180°C continuous silicone thermal limit
8D-2024-0004,TR-HYD-030,PT-VALVE-MECH,FM-VALVE-MECH-02,2024-01-24,4700,24,1000,VALIDATION_TEST,EF-11,4,Internal orifice clogging and cab cooling loss recurred on Hydraulic Oil Cooler Bypass Thermo-Valve. Root cause: Desiccant silica gel breakdown debris from receiver-drier bottle
8D-2024-0005,TR-AC-012,PT-TUBE-RIGID,FM-TUBE-RIGID-02,2024-01-31,1600,3,350,END_OF_LINE_TEST,EF-10,6,Wall abrasion pinhole leak against engine frame rail observed on Swaged Aluminum Condenser Discharge Tube. Root cause: Inadequate clearance (<15mm) allowing contact during chassis torsional twist
8D-2024-0006,TR-HYD-022,PT-BRACKET,FM-BRACKET-04,2024-02-03,5000,5,2050,END_OF_LINE_TEST,EF-03,9,Bore micro-fretting & steering play accumulation observed on Steering Arm Forged Steel Bracket. Root cause: Insufficient bore surface hardness (HRC < 35) under cyclic steering torque
8D-2024-0007,TR-LEG-CL-941,PT-CLAMP,FM-CLAMP-05,2024-02-14,1200,6,1250,END_OF_LINE_TEST,EF-02,7,"Clamp band stress corrosion cracking in salt environments observed on Coolant Hose Clamp (Program T5, retired 2021). Root cause: Chloride attack on sensitised 301 stainless band under sustained tensile load"
8D-2024-0008,TR-FL-005,PT-BRACKET,FM-BRACKET-01,2024-02-16,2400,12,1550,END_OF_LINE_TEST,EF-06,8,Resonant fatigue fracture along primary mounting lug fillet observed on Fuel Filter Cast Structural Bracket. Root cause: First bending mode vibration (145 Hz) matching diesel engine firing frequency
8D-2024-0009,TR-HYD-029,PT-HOSE-HYD,FM-HOSE-HYD-02,2024-02-16,5500,11,350,VALIDATION_TEST,EF-03,9,Hose collapse & oil cavitation under cold start suction recurred on Electro-Hydraulic Steering Pilot Sensor Line. Root cause: Vacuum collapse of inner rubber tube when fluid viscosity is high at -20°C
8D-2024-0010,TR-LEG-EN-911,PT-HOSE-COOLANT,FM-HOSE-COOLANT-06,2024-02-24,6300,32,2750,DEALER_SERVICE,EF-05,8,"Hose burst at clamp interface after cover ageing observed on Radiator Hose (Program T5, retired 2021). Root cause: Cover ozone cracking reducing wall section under clamp compression"
8D-2024-0011,TR-ELE-047,PT-CABLE-MECH,FM-CABLE-MECH-01,2024-02-29,7400,15,2900,VALIDATION_TEST,EF-04,10,Park brake binding & pad drag in winter observed on Park Brake Actuator Bowden Pull Cable Sleeve. Root cause: Water ingress freezing inside cable liner at sub-zero temperatures
8D-2024-0012,TR-FL-003,PT-HOSE-FUEL,FM-HOSE-FUEL-02,2024-03-09,5900,30,250,END_OF_LINE_TEST,EF-01,9,Thermal degradation & outer cover micro-cracking observed on High-Pressure Fuel Common Rail Feed Hose. Root cause: Radiant engine bay heat soak exceeding 140°C continuous rating
8D-2024-0013,TR-LEG-PN-991,PT-TUBE-PNEUMATIC,FM-TUBE-PNEUMATIC-03,2024-03-16,6000,66,900,END_OF_LINE_TEST,EF-04,10,"Tube kink at bulkhead pass-through restricting air flow observed on Air Supply Tube (Program T5, retired 2020). Root cause: Bend radius below the specified minimum where the tube crosses the frame"
8D-2024-0014,TR-LEG-FL-901,PT-HOSE-FUEL,FM-HOSE-FUEL-04,2024-03-29,6600,7,700,END_OF_LINE_TEST,EF-01,9,"Fuel leakage at crimped ferrule joint observed on Fuel Feed Hose (Program T6, retired 2022). Root cause: Ferrule crimp relaxation after repeated thermal cycling of the hose stem"
8D-2024-0015,TR-FL-002,PT-VALVE-MECH,FM-VALVE-MECH-03,2024-03-31,4100,8,1000,VALIDATION_TEST,EF-10,6,Schrader valve core leak following dealership servicing recurred on Shutoff Valve Assembly & Mounting. Root cause: Dirt ingress into valve seat during field servicing without protective dust cap
8D-2024-0016,TR-LEG-CB-985,PT-CABLE-MECH,FM-CABLE-MECH-02,2024-04-05,8000,40,200,END_OF_LINE_TEST,EF-15,5,"Inner cable corrosion increasing actuation effort observed on Throttle Control Cable (Program T4, retired 2019). Root cause: Liner permeability allowing moisture to reach the uncoated steel core"
8D-2024-0017,TR-HYD-022,PT-BRACKET,FM-BRACKET-04,2024-04-08,4200,4,3700,END_OF_LINE_TEST,EF-03,9,Bore micro-fretting & steering play accumulation observed on Steering Arm Forged Steel Bracket. Root cause: Insufficient bore surface hardness (HRC < 35) under cyclic steering torque
8D-2024-0018,TR-HYD-030,PT-VALVE-MECH,FM-VALVE-MECH-04,2024-04-16,5600,6,2350,VALIDATION_TEST,EF-05,8,"Wax element stuck in bypass mode causing oil overheating observed on Hydraulic Oil Cooler Bypass Thermo-Valve. Root cause: Thermal degradation of paraffin wax charge after 1,500 operating hours"
8D-2024-0019,TR-ELE-046,PT-BRACKET,FM-BRACKET-07,2024-04-24,6700,34,650,END_OF_LINE_TEST,EF-16,6,Sensor wire rip-out during field tilling observed on Wheel Speed ABS Sensor Cable Guard Bracket. Root cause: Heavy corn stalk wrapping around unprotected wheel speed cable loop
8D-2024-0020,TR-LEG-FT-995,FAM-JOINT,FM-JOINT-01,2024-04-28,3400,37,2650,END_OF_LINE_TEST,EF-15,5,"Thread galling on stainless fitting during assembly observed on Manifold Port Adapter (Program T4, retired 2019). Root cause: Like-on-like austenitic stainless thread contact without anti-seize"
8D-2024-0021,TR-ENG-034,PT-CLAMP,FM-CLAMP-03,2024-05-02,8700,17,750,VALIDATION_TEST,EF-02,7,Coolant weeping during extreme cold soak (-25°C) observed on Thermostat Housing Constant-Tension Clamp. Root cause: EPDM hose neck relaxation exceeding clamp Belleville spring travel
8D-2024-0022,TR-ELE-049,PT-FITTING,FM-FITTING-01,2024-05-13,1300,1,600,VALIDATION_TEST,EF-03,9,Thread shear & fitting disconnection during maintenance recurred on Hydraulic Main Pressure Transducer Fitting. Root cause: Over-torquing beyond 60 Nm combined with low shear strength of 11SMn30 steel
8D-2024-0023,TR-LEG-ST-933,PT-BRACKET,FM-BRACKET-09,2024-05-20,8500,17,3500,END_OF_LINE_TEST,EF-12,3,"Fastener preload loss and bracket rattle observed on Fender Support Bracket (Program T5, retired 2020). Root cause: Paint film creep under the bolt head relaxing joint preload over thermal cycles"
8D-2024-0024,TR-AC-012,PT-TUBE-RIGID,FM-TUBE-RIGID-02,2024-05-24,2500,5,3100,END_OF_LINE_TEST,EF-10,6,Wall abrasion pinhole leak against engine frame rail observed on Swaged Aluminum Condenser Discharge Tube. Root cause: Inadequate clearance (<15mm) allowing contact during chassis torsional twist
8D-2024-0025,TR-ENG-034,PT-CLAMP,FM-CLAMP-03,2024-05-30,7500,15,650,VALIDATION_TEST,EF-02,7,Coolant weeping during extreme cold soak (-25°C) observed on Thermostat Housing Constant-Tension Clamp. Root cause: EPDM hose neck relaxation exceeding clamp Belleville spring travel
8D-2024-0026,TR-FL-004,PT-CLAMP,FM-CLAMP-01,2024-06-08,1200,2,1300,VALIDATION_TEST,EF-02,7,Low-temperature fuel weeping below -15°C observed on Constant-Tension Fuel Return Line Clamp. Root cause: Hose rubber cold compression set exceeding clamp spring expansion margin
8D-2024-0027,TR-HYD-023,PT-FITTING,FM-FITTING-01,2024-06-08,9000,4,3350,VALIDATION_TEST,EF-03,9,Thread shear & fitting disconnection during maintenance observed on Steel Hydraulic Swivel Bulkhead Adapter. Root cause: Over-torquing beyond 60 Nm combined with low shear strength of 11SMn30 steel
8D-2024-0028,TR-AC-019,PT-HOSE-REFRIG,FM-HOSE-REFRIG-02,2024-06-14,1600,18,3750,VALIDATION_TEST,EF-12,3,A-pillar trim buzzing & structure-borne noise transmission observed on Cab Isolated Liquid Line AC Hose. Root cause: Hose stiffness transmitting compressor pulsation frequencies into cab sheet metal
8D-2024-0029,TR-ENG-034,PT-CLAMP,FM-CLAMP-04,2024-06-17,3200,16,750,END_OF_LINE_TEST,EF-09,9,Short circuit arc-flash against frame rail recurred on Thermostat Housing Constant-Tension Clamp. Root cause: EPDM rubber cushion wearing through under continuous cable vibration
8D-2024-0030,TR-ENG-039,PT-BRACKET,FM-BRACKET-06,2024-06-17,3800,4,3000,END_OF_LINE_TEST,EF-06,8,Fan blade tip clipping against shroud ring observed on Engine Fan Shroud Structural Support Bracket. Root cause: Bracket flexure under heavy chassis twist allowing shroud misalignment
8D-2024-0031,TR-LEG-FS-993,PT-FILTER-SEP,FM-FILTER-SEP-03,2024-07-02,3700,41,450,DEALER_SERVICE,EF-02,7,"Housing thread cross-threading during service causing leak observed on Water Separator Housing (Program T5, retired 2020). Root cause: Coarse thread pitch on a polymer housing tightened by hand in the field"
8D-2024-0032,TR-ENG-034,PT-CLAMP,FM-CLAMP-05,2024-07-05,8000,8,2400,END_OF_LINE_TEST,EF-02,7,Clamp band stress corrosion cracking in salt environments recurred on Thermostat Housing Constant-Tension Clamp. Root cause: Chloride attack on sensitised 301 stainless band under sustained tensile load
8D-2024-0033,TR-FL-010,PT-FILTER-SEP,FM-FILTER-SEP-01,2024-07-06,9000,45,2500,VALIDATION_TEST,EF-02,7,Stress corrosion cracking of polymer bowl body recurred on Fuel Transfer Pump Suction Line Strainer. Root cause: Chemical attack from aggressive biodiesel additives under high ambient temperature
8D-2024-0034,TR-ELE-044,PT-SEAL,FM-SEAL-02,2024-07-26,5300,26,900,VALIDATION_TEST,EF-06,8,Boot tearing and starter corrosion failure observed on Starter Motor Solenoid Protective Boot. Root cause: Tearing during assembly due to sharp edges on terminal lug
8D-2024-0035,TR-HYD-023,PT-FITTING,FM-FITTING-01,2024-07-31,7300,4,2750,VALIDATION_TEST,EF-03,9,Thread shear & fitting disconnection during maintenance observed on Steel Hydraulic Swivel Bulkhead Adapter. Root cause: Over-torquing beyond 60 Nm combined with low shear strength of 11SMn30 steel
8D-2024-0036,TR-LEG-FL-903,PT-HOSE-FUEL,FM-HOSE-FUEL-05,2024-07-31,1600,3,2750,DEALER_SERVICE,EF-06,8,"Inner tube swelling and delamination on high biodiesel blends observed on Fuel Return Line (Program T6, retired 2022). Root cause: B20+ fatty acid methyl ester attack on the standard NBR inner liner"
8D-2024-0037,TR-FL-009,PT-HOSE-FUEL,FM-HOSE-FUEL-03,2024-08-09,7800,39,900,VALIDATION_TEST,EF-01,9,Barb fitting pop-off under cold start pressure spikes observed on Injector Spill-Off Fuel Return Harness. Root cause: Viscous cold fuel creating transient backpressure above barb pull-off rating
8D-2024-0038,TR-ELE-043,PT-CLAMP,FM-CLAMP-03,2024-08-13,8900,9,1050,VALIDATION_TEST,EF-02,7,Coolant weeping during extreme cold soak (-25°C) recurred on Heavy-Duty Battery Cable Rubber Insulated P-Clamp. Root cause: EPDM hose neck relaxation exceeding clamp Belleville spring travel
8D-2024-0039,TR-AC-016,PT-BRACKET,FM-BRACKET-02,2024-08-24,2500,5,1250,END_OF_LINE_TEST,EF-06,8,Brittle fatigue fracture at lower compressor bolt eyelet recurred on Receiver Drier Mounting Strap Bracket. Root cause: Casting shrinkage porosity combined with cantilevered belt tension load
8D-2024-0040,TR-AC-020,PT-VALVE-SOLENOID,FM-VALVE-SOLENOID-02,2024-08-26,4400,22,1950,DEALER_SERVICE,EF-09,9,Coil insulation breakdown from thermal ageing recurred on Compressor Variable Displacement Solenoid Valve. Root cause: Continuous duty coil temperature above the winding insulation class rating
8D-2024-0041,TR-LEG-FT-995,FAM-JOINT,FM-JOINT-01,2024-08-31,6800,75,1400,END_OF_LINE_TEST,EF-15,5,"Thread galling on stainless fitting during assembly observed on Manifold Port Adapter (Program T4, retired 2019). Root cause: Like-on-like austenitic stainless thread contact without anti-seize"
8D-2024-0042,TR-LEG-AC-999,PT-HOSE-REFRIG,FM-HOSE-REFRIG-03,2024-09-04,2300,5,1850,FIELD_CUSTOMER,EF-10,6,"Refrigerant permeation loss through the hose wall over service life observed on AC Suction Hose (Program T4, retired 2019). Root cause: Barrier layer permeability above the rate assumed for the charge size"
8D-2024-0043,TR-ENG-038,PT-HOSE-COOLANT,FM-HOSE-COOLANT-05,2024-09-10,2800,6,2600,VALIDATION_TEST,EF-14,7,Hose hardening & brittle snapping when touched during maintenance observed on EGR Cooler Return Coolant Hose. Root cause: Exhaust heat radiation exceeding 180°C continuous silicone thermal limit
8D-2024-0044,TR-FL-010,PT-FILTER-SEP,FM-FILTER-SEP-02,2024-09-24,2300,5,200,VALIDATION_TEST,EF-06,8,Mesh collapse under severe bio-paraffin wax clogging observed on Fuel Transfer Pump Suction Line Strainer. Root cause: Cold diesel wax precipitation restricting flow area during sub-zero operation
8D-2024-0045,TR-HYD-027,PT-BRACKET,FM-BRACKET-05,2024-10-01,8200,41,3400,VALIDATION_TEST,EF-12,3,Cab floor pan oil drumming & steering wheel vibration observed on Hydrostatic Steering Orbitrol Valve Mounting Plate. Root cause: Dampener stiffness too high transmitting orbitrol pressure ripples
8D-2024-0046,TR-ENG-035,PT-TUBE-RIGID,FM-TUBE-RIGID-04,2024-10-07,4800,5,2800,END_OF_LINE_TEST,EF-05,8,Internal cavitation erosion pitting at 90-degree elbow bend observed on Water Pump Bypass Hard Rigid Tube. Root cause: High coolant velocity (>4.5 m/s) creating localized vapor bubble collapse
